region,deployment_type,model_full,is_available,model,version,gdpr_region,global_deployment,usable_in_gdpr
eastus,standard-models,"o1-preview, 2024-09-12",True,o1-preview,2024-09-12,False,False,False
eastus,datazone-provisioned-managed,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,False,False
eastus,datazone-standard,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,False,False
eastus,global-batch,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus,global-batch-datazone,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus,provisioned-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus,provisioned-models,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,False,False,False
eastus,standard-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus,standard-embeddings,"text-embedding-3-large, 1",True,text-embedding-3-large,1,False,False,False
eastus,standard-global,"text-embedding-3-large, 1",True,text-embedding-3-large,1,False,True,False
eastus,standard-models,"text-embedding-3-large, 1",True,text-embedding-3-large,1,False,False,False
eastus,standard-embeddings,"text-embedding-3-small, 1",True,text-embedding-3-small,1,False,False,False
eastus,standard-global,"text-embedding-3-small, 1",True,text-embedding-3-small,1,False,True,False
eastus,standard-models,"text-embedding-3-small, 1",True,text-embedding-3-small,1,False,False,False
eastus,standard-embeddings,"text-embedding-ada-002, 1",True,text-embedding-ada-002,1,False,False,False
eastus,standard-models,"text-embedding-ada-002, 1",True,text-embedding-ada-002,1,False,False,False
eastus,standard-embeddings,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,False,False,False
eastus,standard-global,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,False,True,False
eastus,standard-models,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,False,False,False
eastus,standard-models,"tts, 001",False,tts,001,False,False,False
eastus,standard-models,"tts-hd, 001",False,tts-hd,001,False,False,False
eastus,standard-models,"whisper, 001",False,whisper,001,False,False,False
eastus2,standard-models,"dall-e-3, 3.0",False,dall-e-3,3.0,False,False,False
eastus2,global-batch,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,False,True,False
eastus2,provisioned-models,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,False,False,False
eastus2,standard-chat-completions,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,False,False,False
eastus2,standard-gpt-35-turbo,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,False,False,False
eastus2,standard-models,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,False,False,False
eastus2,standard-gpt-35-turbo,"gpt-35-turbo, 0301",False,gpt-35-turbo,0301,False,False,False
eastus2,global-batch,"gpt-35-turbo, 0613",True,gpt-35-turbo,0613,False,True,False
eastus2,standard-gpt-35-turbo,"gpt-35-turbo, 0613",True,gpt-35-turbo,0613,False,False,False
eastus2,global-batch,"gpt-35-turbo, 1106",True,gpt-35-turbo,1106,False,True,False
eastus2,provisioned-models,"gpt-35-turbo, 1106",True,gpt-35-turbo,1106,False,False,False
eastus2,standard-chat-completions,"gpt-35-turbo, 1106",False,gpt-35-turbo,1106,False,False,False
eastus2,standard-gpt-35-turbo,"gpt-35-turbo, 1106",False,gpt-35-turbo,1106,False,False,False
eastus2,standard-models,"gpt-35-turbo, 1106",False,gpt-35-turbo,1106,False,False,False
eastus2,standard-chat-completions,"gpt-35-turbo-16k, 0613",True,gpt-35-turbo-16k,0613,False,False,False
eastus2,standard-gpt-35-turbo,"gpt-35-turbo-16k, 0613",True,gpt-35-turbo-16k,0613,False,False,False
eastus2,standard-models,"gpt-35-turbo-16k, 0613",True,gpt-35-turbo-16k,0613,False,False,False
eastus2,standard-gpt-35-turbo,"gpt-35-turbo-instruct, 0914",False,gpt-35-turbo-instruct,0914,False,False,False
eastus2,standard-models,"gpt-35-turbo-instruct, 0914",False,gpt-35-turbo-instruct,0914,False,False,False
eastus2,provisioned-models,"gpt-4, 0125-preview",True,gpt-4,0125-preview,False,False,False
eastus2,standard-chat-completions,"gpt-4, 0125-preview",False,gpt-4,0125-preview,False,False,False
eastus2,standard-gpt-4,"gpt-4, 0125-preview",False,gpt-4,0125-preview,False,False,False
eastus2,standard-models,"gpt-4, 0125-preview",False,gpt-4,0125-preview,False,False,False
eastus2,global-batch,"gpt-4, 0613",True,gpt-4,0613,False,True,False
eastus2,provisioned-models,"gpt-4, 0613",True,gpt-4,0613,False,False,False
eastus2,standard-chat-completions,"gpt-4, 0613",True,gpt-4,0613,False,False,False
eastus2,standard-gpt-4,"gpt-4, 0613",False,gpt-4,0613,False,False,False
eastus2,standard-models,"gpt-4, 0613",True,gpt-4,0613,False,False,False
eastus2,provisioned-models,"gpt-4, 1106-preview",True,gpt-4,1106-preview,False,False,False
eastus2,standard-chat-completions,"gpt-4, 1106-preview",True,gpt-4,1106-preview,False,False,False
eastus2,standard-gpt-4,"gpt-4, 1106-preview",True,gpt-4,1106-preview,False,False,False
eastus2,standard-models,"gpt-4, 1106-preview",True,gpt-4,1106-preview,False,False,False
eastus2,global-batch,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,False,True,False
eastus2,provisioned-models,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,False,False,False
eastus2,standard-chat-completions,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,False,False,False
eastus2,standard-global,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,False,True,False
eastus2,standard-gpt-4,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,False,False,False
eastus2,standard-models,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,False,False,False
eastus2,standard-chat-completions,"gpt-4, vision-preview",False,gpt-4,vision-preview,False,False,False
eastus2,standard-gpt-4,"gpt-4, vision-preview",False,gpt-4,vision-preview,False,False,False
eastus2,standard-models,"gpt-4, vision-preview",False,gpt-4,vision-preview,False,False,False
eastus2,provisioned-models,"gpt-4-32k, 0613",True,gpt-4-32k,0613,False,False,False
eastus2,standard-chat-completions,"gpt-4-32k, 0613",False,gpt-4-32k,0613,False,False,False
eastus2,standard-gpt-4,"gpt-4-32k, 0613",False,gpt-4-32k,0613,False,False,False
eastus2,standard-models,"gpt-4-32k, 0613",False,gpt-4-32k,0613,False,False,False
eastus2,standard-global,"gpt-4.1, 2025-04-14",True,gpt-4.1,2025-04-14,False,True,False
eastus2,standard-global,"gpt-4.5-preview, 2025-02-27",True,gpt-4.5-preview,2025-02-27,False,True,False
eastus2,datazone-provisioned-managed,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,False,False
eastus2,datazone-standard,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,False,False
eastus2,global-batch,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,True,False
eastus2,provisioned-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,True,False
eastus2,provisioned-models,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,False,False
eastus2,standard-chat-completions,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,False,False
eastus2,standard-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,True,False
eastus2,standard-gpt-4,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,False,False
eastus2,standard-models,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,False,False,False
eastus2,datazone-provisioned-managed,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,False,False
eastus2,datazone-standard,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,False,False
eastus2,global-batch,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,True,False
eastus2,global-batch-datazone,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,True,False
eastus2,provisioned-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,True,False
eastus2,provisioned-models,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,False,False
eastus2,standard-chat-completions,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,False,False
eastus2,standard-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,True,False
eastus2,standard-gpt-4,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,False,False
eastus2,standard-models,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,False,False,False
eastus2,datazone-provisioned-managed,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,False,False,False
eastus2,datazone-standard,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,False,False,False
eastus2,global-batch,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,False,True,False
eastus2,provisioned-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,False,True,False
eastus2,provisioned-models,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,False,False,False
eastus2,standard-chat-completions,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,False,False,False
eastus2,standard-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,False,True,False
eastus2,standard-models,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,False,False,False
eastus2,standard-global,"gpt-4o-audio-preview, 2024-12-17",True,gpt-4o-audio-preview,2024-12-17,False,True,False
eastus2,datazone-provisioned-managed,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,False,False
eastus2,datazone-standard,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,False,False
eastus2,global-batch,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,True,False
eastus2,global-batch-datazone,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,True,False
eastus2,provisioned-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,True,False
eastus2,provisioned-models,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,False,False
eastus2,standard-chat-completions,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,False,False
eastus2,standard-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,True,False
eastus2,standard-gpt-4,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,False,False
eastus2,standard-models,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,False,False,False
eastus2,standard-global,"gpt-4o-mini-audio-preview, 2024-12-17",True,gpt-4o-mini-audio-preview,2024-12-17,False,True,False
eastus2,standard-global,"gpt-4o-mini-realtime-preview, 2024-12-17",True,gpt-4o-mini-realtime-preview,2024-12-17,False,True,False
eastus2,standard-global,"gpt-4o-realtime-preview, 2024-12-17",True,gpt-4o-realtime-preview,2024-12-17,False,True,False
eastus2,datazone-provisioned-managed,"o1, 2024-12-17",True,o1,2024-12-17,False,False,False
eastus2,datazone-standard,"o1, 2024-12-17",True,o1,2024-12-17,False,False,False
eastus2,provisioned-global,"o1, 2024-12-17",True,o1,2024-12-17,False,True,False
eastus2,provisioned-models,"o1, 2024-12-17",False,o1,2024-12-17,False,False,False
eastus2,standard-global,"o1, 2024-12-17",True,o1,2024-12-17,False,True,False
eastus2,standard-chat-completions,"o1-mini, 2024-09-12",True,o1-mini,2024-09-12,False,False,False
eastus2,standard-global,"o1-mini, 2024-09-12",True,o1-mini,2024-09-12,False,True,False
eastus2,standard-models,"o1-mini, 2024-09-12",True,o1-mini,2024-09-12,False,False,False
eastus2,standard-chat-completions,"o1-preview, 2024-09-12",True,o1-preview,2024-09-12,False,False,False
eastus2,standard-global,"o1-preview, 2024-09-12",True,o1-preview,2024-09-12,False,True,False
eastus2,standard-models,"o1-preview, 2024-09-12",True,o1-preview,2024-09-12,False,False,False
eastus2,datazone-provisioned-managed,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,False,False
eastus2,datazone-standard,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,False,False
eastus2,global-batch,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus2,global-batch-datazone,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus2,provisioned-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus2,provisioned-models,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,False,False,False
eastus2,standard-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,False,True,False
eastus2,standard-embeddings,"text-embedding-3-large, 1",True,text-embedding-3-large,1,False,False,False
eastus2,standard-global,"text-embedding-3-large, 1",True,text-embedding-3-large,1,False,True,False
eastus2,standard-models,"text-embedding-3-large, 1",True,text-embedding-3-large,1,False,False,False
eastus2,standard-embeddings,"text-embedding-3-small, 1",True,text-embedding-3-small,1,False,False,False
eastus2,standard-global,"text-embedding-3-small, 1",True,text-embedding-3-small,1,False,True,False
eastus2,standard-models,"text-embedding-3-small, 1",True,text-embedding-3-small,1,False,False,False
eastus2,standard-embeddings,"text-embedding-ada-002, 1",False,text-embedding-ada-002,1,False,False,False
eastus2,standard-models,"text-embedding-ada-002, 1",False,text-embedding-ada-002,1,False,False,False
eastus2,standard-embeddings,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,False,False,False
eastus2,standard-global,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,False,True,False
eastus2,standard-models,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,False,False,False
eastus2,standard-audio,"tts, 001",False,tts,001,False,False,False
eastus2,standard-models,"tts, 001",False,tts,001,False,False,False
eastus2,standard-audio,"tts-hd, 001",False,tts-hd,001,False,False,False
eastus2,standard-models,"tts-hd, 001",False,tts-hd,001,False,False,False
eastus2,standard-audio,"whisper, 001",True,whisper,001,False,False,False
eastus2,standard-models,"whisper, 001",True,whisper,001,False,False,False
francecentral,standard-models,"dall-e-3, 3.0",False,dall-e-3,3.0,True,False,False
francecentral,global-batch,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,True,True,False
francecentral,standard-gpt-35-turbo,"gpt-35-turbo, 0125",False,gpt-35-turbo,0125,True,False,False
francecentral,global-batch,"gpt-35-turbo, 0613",True,gpt-35-turbo,0613,True,True,False
francecentral,global-batch,"gpt-35-turbo, 1106",True,gpt-35-turbo,1106,True,True,False
francecentral,provisioned-models,"gpt-35-turbo, 1106",False,gpt-35-turbo,1106,True,False,False
francecentral,standard-gpt-35-turbo,"gpt-35-turbo-instruct, 0914",False,gpt-35-turbo-instruct,0914,True,False,False
francecentral,standard-models,"gpt-35-turbo-instruct, 0914",False,gpt-35-turbo-instruct,0914,True,False,False
francecentral,standard-chat-completions,"gpt-4, 0125-preview",False,gpt-4,0125-preview,True,False,False
francecentral,standard-gpt-4,"gpt-4, 0125-preview",False,gpt-4,0125-preview,True,False,False
francecentral,standard-models,"gpt-4, 0125-preview",False,gpt-4,0125-preview,True,False,False
francecentral,global-batch,"gpt-4, 0613",True,gpt-4,0613,True,True,False
francecentral,global-batch,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,True,True,False
francecentral,provisioned-models,"gpt-4, turbo-2024-04-09",False,gpt-4,turbo-2024-04-09,True,False,False
francecentral,standard-chat-completions,"gpt-4, turbo-2024-04-09",False,gpt-4,turbo-2024-04-09,True,False,False
francecentral,standard-global,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,True,True,False
francecentral,standard-gpt-4,"gpt-4, turbo-2024-04-09",False,gpt-4,turbo-2024-04-09,True,False,False
francecentral,standard-models,"gpt-4, turbo-2024-04-09",False,gpt-4,turbo-2024-04-09,True,False,False
francecentral,standard-chat-completions,"gpt-4, vision-preview",False,gpt-4,vision-preview,True,False,False
francecentral,standard-gpt-4,"gpt-4, vision-preview",False,gpt-4,vision-preview,True,False,False
francecentral,standard-models,"gpt-4, vision-preview",False,gpt-4,vision-preview,True,False,False
francecentral,standard-global,"gpt-4.1, 2025-04-14",False,gpt-4.1,2025-04-14,True,True,False
francecentral,standard-global,"gpt-4.5-preview, 2025-02-27",False,gpt-4.5-preview,2025-02-27,True,True,False
francecentral,global-batch,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
francecentral,provisioned-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
francecentral,standard-chat-completions,"gpt-4o, 2024-05-13",False,gpt-4o,2024-05-13,True,False,False
francecentral,standard-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
francecentral,standard-gpt-4,"gpt-4o, 2024-05-13",False,gpt-4o,2024-05-13,True,False,False
francecentral,standard-models,"gpt-4o, 2024-05-13",False,gpt-4o,2024-05-13,True,False,False
francecentral,global-batch,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
francecentral,global-batch-datazone,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
francecentral,provisioned-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
francecentral,standard-chat-completions,"gpt-4o, 2024-08-06",False,gpt-4o,2024-08-06,True,False,False
francecentral,standard-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
francecentral,standard-gpt-4,"gpt-4o, 2024-08-06",False,gpt-4o,2024-08-06,True,False,False
francecentral,standard-models,"gpt-4o, 2024-08-06",False,gpt-4o,2024-08-06,True,False,False
francecentral,global-batch,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
francecentral,provisioned-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
francecentral,provisioned-models,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,True,False,False
francecentral,standard-chat-completions,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,True,False,False
francecentral,standard-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
francecentral,standard-models,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,True,False,False
francecentral,standard-global,"gpt-4o-audio-preview, 2024-12-17",False,gpt-4o-audio-preview,2024-12-17,True,True,False
francecentral,global-batch,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
francecentral,global-batch-datazone,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
francecentral,provisioned-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
francecentral,standard-chat-completions,"gpt-4o-mini, 2024-07-18",False,gpt-4o-mini,2024-07-18,True,False,False
francecentral,standard-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
francecentral,standard-gpt-4,"gpt-4o-mini, 2024-07-18",False,gpt-4o-mini,2024-07-18,True,False,False
francecentral,standard-models,"gpt-4o-mini, 2024-07-18",False,gpt-4o-mini,2024-07-18,True,False,False
francecentral,standard-global,"gpt-4o-mini-audio-preview, 2024-12-17",False,gpt-4o-mini-audio-preview,2024-12-17,True,True,False
francecentral,standard-global,"gpt-4o-mini-realtime-preview, 2024-12-17",False,gpt-4o-mini-realtime-preview,2024-12-17,True,True,False
francecentral,standard-global,"gpt-4o-realtime-preview, 2024-12-17",False,gpt-4o-realtime-preview,2024-12-17,True,True,False
francecentral,provisioned-global,"o1, 2024-12-17",True,o1,2024-12-17,True,True,False
francecentral,provisioned-models,"o1, 2024-12-17",False,o1,2024-12-17,True,False,False
francecentral,standard-global,"o1, 2024-12-17",True,o1,2024-12-17,True,True,False
francecentral,standard-chat-completions,"o1-mini, 2024-09-12",False,o1-mini,2024-09-12,True,False,False
francecentral,standard-global,"o1-mini, 2024-09-12",False,o1-mini,2024-09-12,True,True,False
francecentral,standard-models,"o1-mini, 2024-09-12",False,o1-mini,2024-09-12,True,False,False
francecentral,standard-chat-completions,"o1-preview, 2024-09-12",False,o1-preview,2024-09-12,True,False,False
francecentral,standard-global,"o1-preview, 2024-09-12",False,o1-preview,2024-09-12,True,True,False
francecentral,standard-models,"o1-preview, 2024-09-12",False,o1-preview,2024-09-12,True,False,False
francecentral,global-batch,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,True,True,False
francecentral,global-batch-datazone,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,True,True,False
francecentral,provisioned-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,True,True,False
francecentral,provisioned-models,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,True,False,False
francecentral,standard-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,True,True,False
francecentral,standard-global,"text-embedding-3-large, 1",True,text-embedding-3-large,1,True,True,False
francecentral,standard-embeddings,"text-embedding-3-small, 1",False,text-embedding-3-small,1,True,False,False
francecentral,standard-global,"text-embedding-3-small, 1",True,text-embedding-3-small,1,True,True,False
francecentral,standard-models,"text-embedding-3-small, 1",False,text-embedding-3-small,1,True,False,False
francecentral,standard-embeddings,"text-embedding-ada-002, 1",False,text-embedding-ada-002,1,True,False,False
francecentral,standard-models,"text-embedding-ada-002, 1",False,text-embedding-ada-002,1,True,False,False
francecentral,standard-global,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,True,True,False
francecentral,standard-models,"tts, 001",False,tts,001,True,False,False
francecentral,standard-models,"tts-hd, 001",False,tts-hd,001,True,False,False
francecentral,standard-models,"whisper, 001",False,whisper,001,True,False,False
germanywestcentral,global-batch,"gpt-35-turbo, 0125",True,gpt-35-turbo,0125,True,True,False
germanywestcentral,provisioned-models,"gpt-35-turbo, 0125",False,gpt-35-turbo,0125,True,False,False
germanywestcentral,global-batch,"gpt-35-turbo, 0613",True,gpt-35-turbo,0613,True,True,False
germanywestcentral,global-batch,"gpt-35-turbo, 1106",True,gpt-35-turbo,1106,True,True,False
germanywestcentral,global-batch,"gpt-4, 0613",True,gpt-4,0613,True,True,False
germanywestcentral,global-batch,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,True,True,False
germanywestcentral,standard-global,"gpt-4, turbo-2024-04-09",True,gpt-4,turbo-2024-04-09,True,True,False
germanywestcentral,standard-global,"gpt-4.1, 2025-04-14",False,gpt-4.1,2025-04-14,True,True,False
germanywestcentral,standard-global,"gpt-4.5-preview, 2025-02-27",False,gpt-4.5-preview,2025-02-27,True,True,False
germanywestcentral,global-batch,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
germanywestcentral,provisioned-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
germanywestcentral,standard-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
germanywestcentral,global-batch,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
germanywestcentral,global-batch-datazone,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
germanywestcentral,provisioned-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
germanywestcentral,standard-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
germanywestcentral,global-batch,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
germanywestcentral,provisioned-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
germanywestcentral,provisioned-models,"gpt-4o, 2024-11-20",False,gpt-4o,2024-11-20,True,False,False
germanywestcentral,standard-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
germanywestcentral,standard-global,"gpt-4o-audio-preview, 2024-12-17",False,gpt-4o-audio-preview,2024-12-17,True,True,False
germanywestcentral,global-batch,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
germanywestcentral,global-batch-datazone,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
germanywestcentral,provisioned-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
germanywestcentral,provisioned-models,"gpt-4o-mini, 2024-07-18",False,gpt-4o-mini,2024-07-18,True,False,False
germanywestcentral,standard-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
germanywestcentral,standard-global,"gpt-4o-mini-audio-preview, 2024-12-17",False,gpt-4o-mini-audio-preview,2024-12-17,True,True,False
germanywestcentral,standard-global,"gpt-4o-mini-realtime-preview, 2024-12-17",False,gpt-4o-mini-realtime-preview,2024-12-17,True,True,False
germanywestcentral,standard-global,"gpt-4o-realtime-preview, 2024-12-17",False,gpt-4o-realtime-preview,2024-12-17,True,True,False
germanywestcentral,provisioned-global,"o1, 2024-12-17",True,o1,2024-12-17,True,True,False
germanywestcentral,provisioned-models,"o1, 2024-12-17",False,o1,2024-12-17,True,False,False
germanywestcentral,standard-global,"o1, 2024-12-17",True,o1,2024-12-17,True,True,False
germanywestcentral,standard-global,"o1-mini, 2024-09-12",False,o1-mini,2024-09-12,True,True,False
germanywestcentral,standard-global,"o1-preview, 2024-09-12",False,o1-preview,2024-09-12,True,True,False
germanywestcentral,global-batch,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,True,True,False
germanywestcentral,global-batch-datazone,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,True,True,False
germanywestcentral,provisioned-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,True,True,False
germanywestcentral,provisioned-models,"o3-mini, 2025-01-31",False,o3-mini,2025-01-31,True,False,False
germanywestcentral,standard-global,"o3-mini, 2025-01-31",True,o3-mini,2025-01-31,True,True,False
germanywestcentral,standard-global,"text-embedding-3-large, 1",True,text-embedding-3-large,1,True,True,False
germanywestcentral,standard-global,"text-embedding-3-small, 1",True,text-embedding-3-small,1,True,True,False
germanywestcentral,standard-global,"text-embedding-ada-002, 2",True,text-embedding-ada-002,2,True,True,False
italynorth,standard-global,"gpt-4, turbo-2024-04-09",False,gpt-4,turbo-2024-04-09,True,True,False
italynorth,standard-global,"gpt-4.1, 2025-04-14",False,gpt-4.1,2025-04-14,True,True,False
italynorth,standard-global,"gpt-4.5-preview, 2025-02-27",False,gpt-4.5-preview,2025-02-27,True,True,False
italynorth,datazone-standard,"gpt-4o, 2024-05-13",False,gpt-4o,2024-05-13,True,False,False
italynorth,provisioned-global,"gpt-4o, 2024-05-13",True,gpt-4o,2024-05-13,True,True,False
italynorth,standard-global,"gpt-4o, 2024-05-13",False,gpt-4o,2024-05-13,True,True,False
italynorth,datazone-standard,"gpt-4o, 2024-08-06",False,gpt-4o,2024-08-06,True,False,False
italynorth,provisioned-global,"gpt-4o, 2024-08-06",True,gpt-4o,2024-08-06,True,True,False
italynorth,standard-global,"gpt-4o, 2024-08-06",False,gpt-4o,2024-08-06,True,True,False
italynorth,provisioned-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
italynorth,standard-global,"gpt-4o, 2024-11-20",True,gpt-4o,2024-11-20,True,True,False
italynorth,standard-global,"gpt-4o-audio-preview, 2024-12-17",False,gpt-4o-audio-preview,2024-12-17,True,True,False
italynorth,provisioned-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
italynorth,standard-global,"gpt-4o-mini, 2024-07-18",True,gpt-4o-mini,2024-07-18,True,True,False
italynorth,standard-global,"gpt-4o-mini-audio-preview, 2024-12-17",False,gpt-4o-mini-audio-preview,2024-12-17,True,True,False
italynorth,standard-global,"gpt-4o-mini-realtime-preview, 2024-12-17",False,gpt-4o-mini-realtime-preview,2024-12-17,True,True,False
italynorth,standard-global,"gpt-4o-realtime-preview, 2024-12-17",False,gpt-4o-realtime-preview,2024-12-17,True,True,False
